id,countryCode,establishmentMeans,invasiveness,pathway,taxonID,scientificName
69,IND,Cryptogenic,Unspecified,OtherEscapeFromConfinement,69.0,Ulex europaeus L.
70,BRA,Alien,Unspecified,ReleaseInNatureForUse,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Alien,Unspecified,BotanicalGardenZooAquaria,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Alien,Unspecified,HitchhikersOnShipBoat,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Alien,Unspecified,PetAquariumSpecies,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Alien,Unspecified,MachineryEquipment,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Alien,Unspecified,Vehicles,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,ReleaseInNatureForUse,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,BotanicalGardenZooAquaria,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,HitchhikersOnShipBoat,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,PetAquariumSpecies,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,MachineryEquipment,70.0,Eichhornia crassipes (Mart.) Solms
70,BRA,Native,NotInvasive,Vehicles,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,ReleaseInNatureForUse,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,BotanicalGardenZooAquaria,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,HitchhikersOnShipBoat,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,PetAquariumSpecies,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,MachineryEquipment,70.0,Eichhornia crassipes (Mart.) Solms
70,IND,Alien,Invasive,Vehicles,70.0,Eichhornia crassipes (Mart.) Solms
71,BRA,Alien,Unspecified,PetAquariumSpecies,71.0,"Trachemys scripta elegans (Wied-Neuwied, 1839)"
71,GBR,Alien,Invasive,PetAquariumSpecies,71.0,"Trachemys scripta elegans (Wied-Neuwied, 1839)"
73,BRA,Alien,Invasive,ReleaseInNatureForUse,73.0,"Sus scrofa (Linnaeus, 1758)"
73,BRA,Alien,Invasive,HuntingInTheWild,73.0,"Sus scrofa (Linnaeus, 1758)"
73,BRA,Alien,Invasive,FarmedAnimals,73.0,"Sus scrofa (Linnaeus, 1758)"
73,IND,Cryptogenic,Invasive,ReleaseInNatureForUse,73.0,"Sus scrofa (Linnaeus, 1758)"
73,IND,Cryptogenic,Invasive,HuntingInTheWild,73.0,"Sus scrofa (Linnaeus, 1758)"
73,IND,Cryptogenic,Invasive,FarmedAnimals,73.0,"Sus scrofa (Linnaeus, 1758)"
76,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,76.0,Spartina anglica C. E. Hubbard
76,GBR,Alien,Invasive,ShipBoatBallastWater,76.0,Spartina anglica C. E. Hubbard
77,BRA,Native,NotInvasive,AquacultureMariculture,77.0,"Solenopsis invicta Buren, 1972"
77,BRA,Native,NotInvasive,ContaminantOnPlants,77.0,"Solenopsis invicta Buren, 1972"
77,BRA,Native,NotInvasive,TransportationOfHabitatMaterial,77.0,"Solenopsis invicta Buren, 1972"
77,BRA,Native,NotInvasive,MachineryEquipment,77.0,"Solenopsis invicta Buren, 1972"
78,GBR,Native,NotInvasive,FisheryInTheWild,78.0,"Salmo trutta Linnaeus, 1758"
78,GBR,Native,NotInvasive,AquacultureMariculture,78.0,"Salmo trutta Linnaeus, 1758"
78,IND,Alien,Unspecified,FisheryInTheWild,78.0,"Salmo trutta Linnaeus, 1758"
78,IND,Alien,Unspecified,AquacultureMariculture,78.0,"Salmo trutta Linnaeus, 1758"
79,GBR,Cryptogenic,NotInvasive,Agriculture,79.0,Rubus ellipticus Sm
80,BRA,Alien,Unspecified,ReleaseInNatureForUse,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,BRA,Alien,Unspecified,BiologicalControl,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,BRA,Alien,Unspecified,LandscapeFloraFaunaImprovement,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,BRA,Alien,Unspecified,AquacultureMariculture,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,BRA,Alien,Unspecified,OrnamentalPurpose,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Invasive,ReleaseInNatureForUse,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Invasive,BiologicalControl,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Invasive,AquacultureMariculture,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Invasive,OrnamentalPurpose,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Unspecified,ReleaseInNatureForUse,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Unspecified,BiologicalControl,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Unspecified,LandscapeFloraFaunaImprovement,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Unspecified,AquacultureMariculture,80.0,"Lithobates catesbeianus (Shaw, 1802)"
80,GBR,Alien,Unspecified,OrnamentalPurpose,80.0,"Lithobates catesbeianus (Shaw, 1802)"
86,IND,Native,NotInvasive,BiologicalControl,86.0,Herpestes auropunctatus (Hodgson 1836)
87,IND,Native,NotInvasive,HitchhikersOnShipBoat,87.0,Hiptage benghalensis (L.) Kurz.
91,GBR,Alien,Invasive,ErosionControlDuneStabilization,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
91,GBR,Alien,Invasive,LandscapeFloraFaunaImprovement,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
91,GBR,Alien,Invasive,Agriculture,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
91,GBR,Alien,Invasive,BotanicalGardenZooAquaria,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
91,GBR,Alien,Invasive,HitchhikersOnShipBoat,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
91,GBR,Alien,Invasive,TransportationOfHabitatMaterial,91.0,Polygonum cuspidatum Sieb. & Zucc. (=Fallopia japonica (Houtt. Dcne.) Sieb. & Zucc. (=Fallopia japonica* (Houtt. Dcne.)
92,IND,Alien,Invasive,,92.0,"Euglandina rosea (Ferussac, 1818)"
93,GBR,Native,NotInvasive,LandscapeFloraFaunaImprovement,93.0,Lythrum salicaria (Linnaeus 1753)
93,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,93.0,Lythrum salicaria (Linnaeus 1753)
94,BRA,Alien,Unspecified,FisheryInTheWild,94.0,"Micropterus salmoides (Lacepede, 1802)"
94,BRA,Alien,Unspecified,AquacultureMariculture,94.0,"Micropterus salmoides (Lacepede, 1802)"
97,BRA,Alien,Invasive,ContainerBulk,97.0,"Mus musculus Linnaeus, 1758"
97,BRA,Alien,Invasive,HitchhikersInOrOnPlane,97.0,"Mus musculus Linnaeus, 1758"
97,BRA,Alien,Invasive,HitchhikersOnShipBoat,97.0,"Mus musculus Linnaeus, 1758"
97,BRA,Alien,Invasive,MachineryEquipment,97.0,"Mus musculus Linnaeus, 1758"
97,BRA,Alien,Invasive,Vehicles,97.0,"Mus musculus Linnaeus, 1758"
98,GBR,Native,NotInvasive,BiologicalControl,98.0,"Mustela erminea Linnaeus, 1758"
99,BRA,Native,NotInvasive,FurFarms,99.0,"Myocastor coypus  (Molina, 1782)"
99,GBR,Alien,Invasive,FurFarms,99.0,"Myocastor coypus  (Molina, 1782)"
102,GBR,Alien,Unspecified,AquacultureMariculture,102.0,"Mytilus galloprovincialis (Lamarck, 1819)"
102,GBR,Alien,Unspecified,LiveFoodAndLiveBaits,102.0,"Mytilus galloprovincialis (Lamarck, 1819)"
102,GBR,Alien,Unspecified,HitchhikersOnShipBoat,102.0,"Mytilus galloprovincialis (Lamarck, 1819)"
102,GBR,Alien,Unspecified,ShipBoatBallastWater,102.0,"Mytilus galloprovincialis (Lamarck, 1819)"
102,GBR,Alien,Unspecified,ShipBoatHullFouling,102.0,"Mytilus galloprovincialis (Lamarck, 1819)"
103,BRA,Alien,Unspecified,FisheryInTheWild,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
103,BRA,Alien,Unspecified,AquacultureMariculture,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
103,GBR,Alien,Unspecified,FisheryInTheWild,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
103,GBR,Alien,Unspecified,AquacultureMariculture,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
103,IND,Alien,Unspecified,FisheryInTheWild,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
103,IND,Alien,Unspecified,AquacultureMariculture,103.0,"Oncorhynchus mykiss (Walbaum, 1792)"
106,BRA,Alien,Invasive,,106.0,"Bemisia tabaci (Gennadius, 1889)"
106,IND,Alien,Invasive,,106.0,"Bemisia tabaci (Gennadius, 1889)"
107,GBR,Alien,Invasive,,107.0,Aphanomyces astaci Schikora
108,IND,Alien,Invasive,LandscapeFloraFaunaImprovement,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Invasive,BotanicalGardenZooAquaria,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Invasive,PetAquariumSpecies,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Invasive,HitchhikersOnShipBoat,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Unspecified,LandscapeFloraFaunaImprovement,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Unspecified,BotanicalGardenZooAquaria,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Unspecified,PetAquariumSpecies,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Alien,Unspecified,HitchhikersOnShipBoat,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Native,NotInvasive,LandscapeFloraFaunaImprovement,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Native,NotInvasive,BotanicalGardenZooAquaria,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Native,NotInvasive,PetAquariumSpecies,108.0,"Acridotheres tristis (Linnaeus, 1766)"
108,IND,Native,NotInvasive,HitchhikersOnShipBoat,108.0,"Acridotheres tristis (Linnaeus, 1766)"
109,BRA,Alien,Invasive,ContaminantOnPlants,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Invasive,TransportationOfHabitatMaterial,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Invasive,ContainerBulk,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Invasive,Vehicles,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Unspecified,ContaminantOnPlants,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Unspecified,TransportationOfHabitatMaterial,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Unspecified,ContainerBulk,109.0,"Aedes albopictus (Skuse, 1895)"
109,BRA,Alien,Unspecified,Vehicles,109.0,"Aedes albopictus (Skuse, 1895)"
110,IND,Alien,Invasive,BiologicalControl,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,ContaminantNurseryMaterial,110.0,Anoplolepis gracilipes (Fr. Smith)
110,IND,Alien,Invasive,FoodContaminant,110.0,Anoplolepis gracilipes (Fr. Smith)
